panel,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,survey_item,response_options,original_varcode,varcode,info_source,comment,reverse_coding,behav_type,behav_paid,dependencies
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A:  20% chance of winning $450, 80% chance of winning $0 
Option B: fixed payment of $150","1) A
2) B","DRA_2b (ms246)
DRA_2b (ms315)
DRA_2b (ms474)

","CHOICE_DRA_2B

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A:  30% chance of winning $450, 70% chance of winning $0 
Option B: fixed payment of $150
","1) A
2) B","DRA_2c (ms246)
DRA_2c (ms315)
DRA_2c (ms474)

","CHOICE_DRA_2C

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A:  40% chance of winning $450, 60% chance of winning $0 
Option B: fixed payment of $150
","1) A
2) B","DRA_2d (ms246)
DRA_2d (ms315)
DRA_2d (ms474)

","CHOICE_DRA_2D

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A: 50% chance of winning $450, 50% chance of winning $0 
Option B: fixed payment of $150
","1) A
2) B","DRA_2e (ms246)
DRA_2e (ms315)
DRA_2e (ms474)

","CHOICE_DRA_2E

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A:  60% chance of winning $450, 40% chance of winning $0 
Option B: fixed payment of $150
","1) A
2) B","DRA_2f (ms246)
DRA_2f (ms315)
DRA_2f (ms474)

","CHOICE_DRA_2F

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A:  70% chance of winning $450, 30% chance of winning $0 
Option B: fixed payment of $150
","1) A
2) B","DRA_2g (ms246)
DRA_2g (ms315)
DRA_2g (ms474)

","CHOICE_DRA_2G

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A:  80% chance of winning $450, 20% chance of winning $0 
Option B: fixed payment of $150
","1) A
2) B","DRA_2h (ms246)
DRA_2h (ms315)
DRA_2h (ms474)

","CHOICE_DRA_2H

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A:  90% chance of winning $450, 10% chance of winning $0 
Option B: fixed payment of $150
","1) A
2) B","DRA_2i (ms246)
DRA_2i (ms315)
DRA_2i (ms474)

","CHOICE_DRA_2I

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"If you would rather play the lottery, check the box for Option | A. If you would rather have the fixed payment, check the box for Option B.

Option A:  100% chance of winning $450, 0% chance of winning $0 
Option B: fixed payment of $150
","1) A
2) B","DRA_2j (ms246)
DRA_2j (ms315)
DRA_2j (ms474)

","CHOICE_DRA_2J

(DRA2_RISK)","ms246 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=246&meid=8 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=8 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=8



ms246 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=246
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to DRA_2a -DRA_2j to obtain an index of risk aversion

asked in surveys: ms246, ms315, ms474

For ms246, ms315 and ms474 randomDRA defines order of DRA_1 and DRA_2 questions. Choose 1 or 2 for testing.",NA,MPL,Hypothetical,none
ALP,Behaviour,Domain_specific,Occupation,Choice,2,NA,"ms2 / 167 : Now suppose the chances were 50-50 that the second job would double your lifetime income, and 50-50 that it would cut it by 10 percent. Would you take the first job or the second job? 

ms197: Suppose the chances are 50-50 that the second job would double your lifetime income and 50-50 that it would cut it by 10%. Would you take the first job or the second job?

ms315 /474: Suppose the first job would still guarantee your current total family income for life. Now, there is a 50% chance that the second job would double your current total family income for life, and 50% that it would cut it by ten percent. Which job would you take, the first job or the second job?","1) First job
2) Second job","H18d (ms2)
F5 (ms167)
H11b (ms197)
Barsky1_cutby10 (ms315)
Barsky1_cutby10 (ms474)
","CHOICE_INCOME_10CUT

(INCOME_CUT_RISK)","ms2 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=2&meid=3 
ms167 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=167&meid=9 
ms197 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=197&meid=4 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=31 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=31 


ms2 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=2 
ms167 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=167 
ms197 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=197 
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to:
 
H18-H18D (ms2)
F1-F5 (ms167)
H1-H12b (ms197)
Barsky1_cutby* (ms315)
Barsky1_cutby* (ms474)

to obtain an index of risk aversion
asked in surveys: ms2, ms167, ms197, ms315, ms474",NA,Lottery,Hypothetical,"H18d (ms2), F5 (ms167), H11b (ms197), Barsky1_cutby10 (ms315), or Barsky1_cutby10 (ms474) is asked when:

H18c (ms2) == 1) First job
F4 (ms167) == 1) First job
H11a (ms197) == 1) First job
Barsky1_cutby20 (ms315) == 1) First job
Barsky1_cutby20 (ms474) == 1) First job"
ALP,Behaviour,Domain_specific,Occupation,Choice,2,NA,"

ms2/167: Now suppose the chances were 50-50 that the second job would double your lifetime income, and 50-50 that it would cut it by twenty percent. Would you take the first job or the second job?

ms197: Suppose the chances are 50-50 that the second job would double your lifetime income and 50-50 that it would cut it by 20%. Would you take the first job or the second job?

ms315/474: Suppose the first job would still guarantee your current total family income for life. Now, there is a 50% chance that the second job would double your current total family income for life, and 50% that it would cut it by twenty percent. Which job would you take, the first job or the second job?","1) First job
2) Second job","H18c (ms2)
F4 (ms167)
H11a (ms197)
Barsky1_cutby20 (ms315)
Barsky1_cutby20 (ms474)","CHOICE_INCOME_20CUT

(INCOME_CUT_RISK)","ms2 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=2&meid=3 
ms167 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=167&meid=9 
ms197 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=197&meid=4 
ms315 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=315&meid=31 
ms474 online codebook: https://alpdata.rand.org/index.php?page=data&p=showmodule&syid=474&meid=31 


ms2 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=2 
ms167 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=167 
ms197 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=197 
ms315 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=315 
ms474 questionnaire: https://alpdata.rand.org/index.php?page=data&p=showsurvey&syid=474","Combining responses to:
 
H18-H18D (ms2)
F1-F5 (ms167)
H1-H12b (ms197)
Barsky1_cutby* (ms315)
Barsky1_cutby* (ms474)

to obtain an index of risk aversion
asked in surveys: ms2, ms167, ms197, ms315, ms474",NA,Lottery,Hypothetical,"H18c (ms2), F4 (ms167), H11a (ms197), Barsky1_cutby20 (ms315), or Barsky1_cutby20 (ms474) is asked when: 

H18 (ms2) == 1) First job
F1 (ms167) == 1) First job
H1 (ms197) == 1) First job
Barsky1_cutby33 (ms315) == 1) First job
Barsky1_cutby33 (ms474) == 1) First job"
